,date,timestamp,detector_id,lane_id,speed,s_ab,volume,v_ab,occupancy,o_ab,error
39277,2017/2/7,1899-12-31 00:19:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,67.9140625,1,1.9921875,1,0,1,3
39280,2017/2/7,1899-12-31 00:19:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,67.95703125,1,1.99609375,1,0,1,3
39284,2017/2/7,1899-12-31 00:19:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,67.97851563,1,1.998046875,1,0,1,3
39287,2017/2/7,1899-12-31 00:19:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,67.98925781,1,1.999023438,1,0,1,3
39291,2017/2/7,1899-12-31 00:19:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,67.99462891,1,1.999511719,1,0,1,3
39298,2017/2/7,1899-12-31 00:20:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,69,1,1.5,1,0,1,3
39302,2017/2/7,1899-12-31 00:20:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,69.5,1,1.25,1,0,1,3
39305,2017/2/7,1899-12-31 00:20:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,69.75,1,1.125,1,0,1,3
39309,2017/2/7,1899-12-31 00:20:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,69.875,1,1.0625,1,0,1,3
39313,2017/2/7,1899-12-31 00:21:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,69.9375,1,1.03125,1,0,1,3
39323,2017/2/7,1899-12-31 00:21:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,66.5,1,1.5,1,0,1,3
39327,2017/2/7,1899-12-31 00:21:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,64.25,1,1.25,1,0,1,3
39331,2017/2/7,1899-12-31 00:22:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,63.125,1,1.125,1,0,1,3
39334,2017/2/7,1899-12-31 00:22:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,62.5625,1,1.0625,1,0,1,3
39338,2017/2/7,1899-12-31 00:22:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,62.28125,1,1.03125,1,0,1,3
39352,2017/2/7,1899-12-31 00:23:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,71.5,1,1,1,0,1,3
39356,2017/2/7,1899-12-31 00:23:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,70.75,1,1,1,0,1,3
39359,2017/2/7,1899-12-31 00:23:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,70.375,1,1,1,0,1,3
39363,2017/2/7,1899-12-31 00:23:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,70.1875,1,1,1,0,1,3
39367,2017/2/7,1899-12-31 00:24:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,70.09375,1,1,1,0,1,3
39374,2017/2/7,1899-12-31 00:24:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,68,1,1,1,0,1,3
39381,2017/2/7,1899-12-31 00:24:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,69.5,1,1,1,0,1,3
39403,2017/2/7,1899-12-31 00:26:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,69,1,1,1,0,1,3
39406,2017/2/7,1899-12-31 00:26:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,68.5,1,1,1,0,1,3
39410,2017/2/7,1899-12-31 00:26:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,68.25,1,1,1,0,1,3
39413,2017/2/7,1899-12-31 00:26:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,68.125,1,1,1,0,1,3
39421,2017/2/7,1899-12-31 00:27:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,69,1,1,1,0,1,3
39424,2017/2/7,1899-12-31 00:27:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,69.5,1,1,1,0,1,3
39428,2017/2/7,1899-12-31 00:27:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,69.75,1,1,1,0,1,3
39431,2017/2/7,1899-12-31 00:27:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,69.875,1,1,1,0,1,3
39435,2017/2/7,1899-12-31 00:27:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,69.9375,1,1,1,0,1,3
39439,2017/2/7,1899-12-31 00:28:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,69.96875,1,1,1,0,1,3
39442,2017/2/7,1899-12-31 00:28:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,69.984375,1,1,1,0,1,3
39446,2017/2/7,1899-12-31 00:28:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,69.9921875,1,1,1,0,1,3
39449,2017/2/7,1899-12-31 00:28:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,69.99609375,1,1,1,0,1,3
39453,2017/2/7,1899-12-31 00:28:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,69.99804688,1,1,1,0,1,3
39457,2017/2/7,1899-12-31 00:29:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,69.99902344,1,1,1,0,1,3
39460,2017/2/7,1899-12-31 00:29:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,69.99951172,1,1,1,0,1,3
39464,2017/2/7,1899-12-31 00:29:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,69.99975586,1,1,1,0,1,3
39467,2017/2/7,1899-12-31 00:29:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,69.99987793,1,1,1,0,1,3
39471,2017/2/7,1899-12-31 00:29:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,69.99993896,1,1,1,0,1,3
39482,2017/2/7,1899-12-31 00:30:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,69.5,1,1,1,0,1,3
39485,2017/2/7,1899-12-31 00:30:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,66.25,1,1,1,0,1,3
39493,2017/2/7,1899-12-31 00:31:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,62.5,1,1,1,0,1,3
39496,2017/2/7,1899-12-31 00:31:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,62.25,1,1,1,0,1,3
39500,2017/2/7,1899-12-31 00:31:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,62.125,1,1,1,0,1,3
39503,2017/2/7,1899-12-31 00:31:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,62.0625,1,1,1,0,1,3
39507,2017/2/7,1899-12-31 00:31:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,62.03125,1,1,1,0,1,3
39521,2017/2/7,1899-12-31 00:32:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,66,1,1,1,0,1,3
39525,2017/2/7,1899-12-31 00:32:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,69.5,1,1,1,0,1,3
39529,2017/2/7,1899-12-31 00:33:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,71.25,1,1,1,0,1,3
39532,2017/2/7,1899-12-31 00:33:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,72.125,1,1,1,0,1,3
39536,2017/2/7,1899-12-31 00:33:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,72.5625,1,1,1,0,1,3
39557,2017/2/7,1899-12-31 00:34:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,73,1,1,1,0,1,3
39561,2017/2/7,1899-12-31 00:34:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,72,1,1,1,0,1,3
39565,2017/2/7,1899-12-31 00:35:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,71.5,1,1,1,0,1,3
39572,2017/2/7,1899-12-31 00:35:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,69.5,1,1.5,1,0,1,3
39583,2017/2/7,1899-12-31 00:36:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,67.5,1,1.5,1,0,1,3
39586,2017/2/7,1899-12-31 00:36:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,67.25,1,1.75,1,0,1,3
39590,2017/2/7,1899-12-31 00:36:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,67.125,1,1.875,1,0,1,3
39593,2017/2/7,1899-12-31 00:36:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,67.0625,1,1.9375,1,0,1,3
39597,2017/2/7,1899-12-31 00:36:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,67.03125,1,1.96875,1,0,1,3
39601,2017/2/7,1899-12-31 00:37:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,67.015625,1,1.984375,1,0,1,3
39604,2017/2/7,1899-12-31 00:37:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,67.0078125,1,1.9921875,1,0,1,3
39608,2017/2/7,1899-12-31 00:37:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,67.00390625,1,1.99609375,1,0,1,3
39611,2017/2/7,1899-12-31 00:37:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,67.00195313,1,1.998046875,1,0,1,3
39615,2017/2/7,1899-12-31 00:37:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,67.00097656,1,1.999023438,1,0,1,3
39619,2017/2/7,1899-12-31 00:38:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,67.00048828,1,1.999511719,1,0,1,3
39622,2017/2/7,1899-12-31 00:38:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,67.00024414,1,1.999755859,1,0,1,3
39626,2017/2/7,1899-12-31 00:38:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,67.00012207,1,1.99987793,1,0,1,3
39629,2017/2/7,1899-12-31 00:38:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,67.00006104,1,1.999938965,1,0,1,3
39633,2017/2/7,1899-12-31 00:38:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,67.00003052,1,1.999969482,1,0,1,3
39637,2017/2/7,1899-12-31 00:39:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,67.00001526,1,1.999984741,1,0,1,3
39640,2017/2/7,1899-12-31 00:39:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,67.00000763,1,1.999992371,1,0,1,3
39644,2017/2/7,1899-12-31 00:39:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,67.00000381,1,1.999996185,1,0,1,3
39647,2017/2/7,1899-12-31 00:39:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,67.00000191,1,1.999998093,1,0,1,3
39655,2017/2/7,1899-12-31 00:40:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,57.5,1,1.5,1,0,1,3
39658,2017/2/7,1899-12-31 00:40:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,52.75,1,1.25,1,0,1,3
39662,2017/2/7,1899-12-31 00:40:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,50.375,1,1.125,1,0,1,3
39665,2017/2/7,1899-12-31 00:40:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,49.1875,1,1.0625,1,0,1,3
39669,2017/2/7,1899-12-31 00:40:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,48.59375,1,1.03125,1,0,1,3
39673,2017/2/7,1899-12-31 00:41:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,48.296875,1,1.015625,1,0,1,3
39676,2017/2/7,1899-12-31 00:41:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,48.1484375,1,1.0078125,1,0,1,3
39680,2017/2/7,1899-12-31 00:41:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,48.07421875,1,1.00390625,1,0,1,3
39683,2017/2/7,1899-12-31 00:41:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,48.03710938,1,1.001953125,1,0,1,3
39687,2017/2/7,1899-12-31 00:41:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,48.01855469,1,1.000976563,1,0,1,3
39691,2017/2/7,1899-12-31 00:42:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,48.00927734,1,1.000488281,1,0,1,3
39694,2017/2/7,1899-12-31 00:42:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,48.00463867,1,1.000244141,1,0,1,3
39698,2017/2/7,1899-12-31 00:42:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,48.00231934,1,1.00012207,1,0,1,3
39701,2017/2/7,1899-12-31 00:42:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,48.00115967,1,1.000061035,1,0,1,3
39705,2017/2/7,1899-12-31 00:42:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,48.00057983,1,1.000030518,1,0,1,3
39716,2017/2/7,1899-12-31 00:43:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,56.5,1,1,1,0,1,3
39719,2017/2/7,1899-12-31 00:43:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,58.75,1,1,1,0,1,3
39723,2017/2/7,1899-12-31 00:43:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,59.875,1,1,1,0,1,3
39741,2017/2/7,1899-12-31 00:44:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,56,1,1.5,1,0,1,3
39752,2017/2/7,1899-12-31 00:45:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,58,1,1.5,1,0,1,3
39755,2017/2/7,1899-12-31 00:45:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,57.5,1,1.75,1,0,1,3
39763,2017/2/7,1899-12-31 00:46:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,59.5,1,1.5,1,0,1,3
39766,2017/2/7,1899-12-31 00:46:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,60.75,1,1.25,1,0,1,3
39770,2017/2/7,1899-12-31 00:46:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,61.375,1,1.125,1,0,1,3
39781,2017/2/7,1899-12-31 00:47:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65,1,1,1,0,1,3
39784,2017/2/7,1899-12-31 00:47:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,67,1,1,1,0,1,3
39788,2017/2/7,1899-12-31 00:47:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,68,1,1,1,0,1,3
39791,2017/2/7,1899-12-31 00:47:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,68.5,1,1,1,0,1,3
39795,2017/2/7,1899-12-31 00:47:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,68.75,1,1,1,0,1,3
39799,2017/2/7,1899-12-31 00:48:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,68.875,1,1,1,0,1,3
39802,2017/2/7,1899-12-31 00:48:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,68.9375,1,1,1,0,1,3
39806,2017/2/7,1899-12-31 00:48:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,68.96875,1,1,1,0,1,3
39809,2017/2/7,1899-12-31 00:48:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,68.984375,1,1,1,0,1,3
39813,2017/2/7,1899-12-31 00:48:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,68.9921875,1,1,1,0,1,3
39817,2017/2/7,1899-12-31 00:49:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,68.99609375,1,1,1,0,1,3
39820,2017/2/7,1899-12-31 00:49:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,68.99804688,1,1,1,0,1,3
39824,2017/2/7,1899-12-31 00:49:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,68.99902344,1,1,1,0,1,3
39827,2017/2/7,1899-12-31 00:49:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,68.99951172,1,1,1,0,1,3
39831,2017/2/7,1899-12-31 00:49:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,68.99975586,1,1,1,0,1,3
39835,2017/2/7,1899-12-31 00:50:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,68.99987793,1,1,1,0,1,3
39838,2017/2/7,1899-12-31 00:50:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,68.99993896,1,1,1,0,1,3
39842,2017/2/7,1899-12-31 00:50:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,68.99996948,1,1,1,0,1,3
39845,2017/2/7,1899-12-31 00:50:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,68.99998474,1,1,1,0,1,3
39849,2017/2/7,1899-12-31 00:50:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,68.99999237,1,1,1,0,1,3
39853,2017/2/7,1899-12-31 00:51:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,68.99999619,1,1,1,0,1,3
39856,2017/2/7,1899-12-31 00:51:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,68.99999809,1,1,1,0,1,3
39860,2017/2/7,1899-12-31 00:51:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,68.99999905,1,1,1,0,1,3
39863,2017/2/7,1899-12-31 00:51:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,68.99999952,1,1,1,0,1,3
39867,2017/2/7,1899-12-31 00:51:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,68.99999976,1,1,1,0,1,3
39871,2017/2/7,1899-12-31 00:52:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,68.99999988,1,1,1,0,1,3
39874,2017/2/7,1899-12-31 00:52:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,68.99999994,1,1,1,0,1,3
39878,2017/2/7,1899-12-31 00:52:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,68.99999997,1,1,1,0,1,3
39881,2017/2/7,1899-12-31 00:52:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,68.99999999,1,1,1,0,1,3
39885,2017/2/7,1899-12-31 00:52:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,68.99999999,1,1,1,0,1,3
39889,2017/2/7,1899-12-31 00:53:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,69,1,1,1,0,1,3
39892,2017/2/7,1899-12-31 00:53:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,69,1,1,1,0,1,3
39896,2017/2/7,1899-12-31 00:53:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,69,1,1,1,0,1,3
39899,2017/2/7,1899-12-31 00:53:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,69,1,1,1,0,1,3
39903,2017/2/7,1899-12-31 00:53:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,69,1,1,1,0,1,3
39907,2017/2/7,1899-12-31 00:54:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,69,1,1,1,0,1,3
39910,2017/2/7,1899-12-31 00:54:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,69,1,1,1,0,1,3
39914,2017/2/7,1899-12-31 00:54:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,69,1,1,1,0,1,3
39917,2017/2/7,1899-12-31 00:54:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,69,1,1,1,0,1,3
39921,2017/2/7,1899-12-31 00:54:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,69,1,1,1,0,1,3
39932,2017/2/7,1899-12-31 00:55:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,69,1,1,1,0,1,3
39935,2017/2/7,1899-12-31 00:55:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,69.5,1,1,1,0,1,3
39939,2017/2/7,1899-12-31 00:55:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,69.75,1,1,1,0,1,3
39943,2017/2/7,1899-12-31 00:56:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,69.875,1,1,1,0,1,3
39946,2017/2/7,1899-12-31 00:56:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,69.9375,1,1,1,0,1,3
39953,2017/2/7,1899-12-31 00:56:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,69.5,1,1,1,0,1,3
39961,2017/2/7,1899-12-31 00:57:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,74,1,1,1,0,1,3
39964,2017/2/7,1899-12-31 00:57:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,76.5,1,1,1,0,1,3
39968,2017/2/7,1899-12-31 00:57:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,77.75,1,1,1,0,1,3
39971,2017/2/7,1899-12-31 00:57:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,78.375,1,1,1,0,1,3
39975,2017/2/7,1899-12-31 00:57:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,78.6875,1,1,1,0,1,3
39986,2017/2/7,1899-12-31 00:58:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,78,1,1,1,0,1,3
39989,2017/2/7,1899-12-31 00:58:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,79.5,1,1,1,0,1,3
39993,2017/2/7,1899-12-31 00:58:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,80.25,1,1,1,0,1,3
39997,2017/2/7,1899-12-31 00:59:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,80.625,1,1,1,0,1,3
40000,2017/2/7,1899-12-31 00:59:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,80.8125,1,1,1,0,1,3
40004,2017/2/7,1899-12-31 00:59:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,80.90625,1,1,1,0,1,3
40015,2017/2/7,1899-12-31 01:00:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,80,1,1,1,0,1,3
40018,2017/2/7,1899-12-31 01:00:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,79.5,1,1,1,0,1,3
40022,2017/2/7,1899-12-31 01:00:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,79.25,1,1,1,0,1,3
40025,2017/2/7,1899-12-31 01:00:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,79.125,1,1,1,0,1,3
40029,2017/2/7,1899-12-31 01:00:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,79.0625,1,1,1,0,1,3
40047,2017/2/7,1899-12-31 01:01:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,65.5,1,1.5,1,0,1,3
40051,2017/2/7,1899-12-31 01:02:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65.75,1,1.75,1,0,1,3
40054,2017/2/7,1899-12-31 01:02:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,65.875,1,1.875,1,0,1,3
40058,2017/2/7,1899-12-31 01:02:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,65.9375,1,1.9375,1,0,1,3
40061,2017/2/7,1899-12-31 01:02:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,65.96875,1,1.96875,1,0,1,3
40069,2017/2/7,1899-12-31 01:03:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65.5,1,1.5,1,0,1,3
40072,2017/2/7,1899-12-31 01:03:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,65.25,1,1.25,1,0,1,3
40076,2017/2/7,1899-12-31 01:03:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,65.125,1,1.125,1,0,1,3
40079,2017/2/7,1899-12-31 01:03:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,65.0625,1,1.0625,1,0,1,3
40083,2017/2/7,1899-12-31 01:03:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,65.03125,1,1.03125,1,0,1,3
40087,2017/2/7,1899-12-31 01:04:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65.015625,1,1.015625,1,0,1,3
40090,2017/2/7,1899-12-31 01:04:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,65.0078125,1,1.0078125,1,0,1,3
40094,2017/2/7,1899-12-31 01:04:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,65.00390625,1,1.00390625,1,0,1,3
40097,2017/2/7,1899-12-31 01:04:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,65.00195313,1,1.001953125,1,0,1,3
40101,2017/2/7,1899-12-31 01:04:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,65.00097656,1,1.000976563,1,0,1,3
40105,2017/2/7,1899-12-31 01:05:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65.00048828,1,1.000488281,1,0,1,3
40108,2017/2/7,1899-12-31 01:05:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,65.00024414,1,1.000244141,1,0,1,3
40112,2017/2/7,1899-12-31 01:05:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,65.00012207,1,1.00012207,1,0,1,3
40115,2017/2/7,1899-12-31 01:05:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,65.00006104,1,1.000061035,1,0,1,3
40119,2017/2/7,1899-12-31 01:05:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,65.00003052,1,1.000030518,1,0,1,3
40123,2017/2/7,1899-12-31 01:06:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65.00001526,1,1.000015259,1,0,1,3
40126,2017/2/7,1899-12-31 01:06:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,65.00000763,1,1.000007629,1,0,1,3
40130,2017/2/7,1899-12-31 01:06:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,65.00000381,1,1.000003815,1,0,1,3
40133,2017/2/7,1899-12-31 01:06:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,65.00000191,1,1.000001907,1,0,1,3
40137,2017/2/7,1899-12-31 01:06:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,65.00000095,1,1.000000954,1,0,1,3
40141,2017/2/7,1899-12-31 01:07:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65.00000048,1,1.000000477,1,0,1,3
40144,2017/2/7,1899-12-31 01:07:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,65.00000024,1,1.000000238,1,0,1,3
40148,2017/2/7,1899-12-31 01:07:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,65.00000012,1,1.000000119,1,0,1,3
40151,2017/2/7,1899-12-31 01:07:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,65.00000006,1,1.00000006,1,0,1,3
40155,2017/2/7,1899-12-31 01:07:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,65.00000003,1,1.00000003,1,0,1,3
40159,2017/2/7,1899-12-31 01:08:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65.00000001,1,1.000000015,1,0,1,3
