,date,timestamp,detector_id,lane_id,speed,s_ab,volume,v_ab,occupancy,o_ab,error
7971,2017/2/10,1899-12-31 07:22:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,64,0,30,0,11.5,1,1
33621,2017/2/8,1899-12-31 07:05:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,65,0,30,0,10,1,1
33765,2017/2/8,1899-12-31 07:13:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,63,0,30,0,14,1,1
46747,2017/2/7,1899-12-31 07:14:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,64,1,30,0,14,0,1
47035,2017/2/7,1899-12-31 07:30:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,60,0,30,1,17,0,1
59923,2017/2/6,1899-12-31 07:25:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,34,0,28,1,32,0,1
21998,2017/2/9,1899-12-31 08:21:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane02,46,1,29,0,14,0,1
35235,2017/2/8,1899-12-31 08:35:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane02,65,0,27,1,15,0,1
21955,2017/2/9,1899-12-31 08:18:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane03,54,1,29,0,12,0,1
8,2017/2/10,1899-12-31 00:00:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,63.5,1,1,1,0,1,3
37,2017/2/10,1899-12-31 00:02:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,60.5,1,1,1,0,1,3
40,2017/2/10,1899-12-31 00:02:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,61.25,1,1,1,0,1,3
44,2017/2/10,1899-12-31 00:02:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,61.625,1,1,1,0,1,3
55,2017/2/10,1899-12-31 00:03:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65,1,1.5,1,0,1,3
62,2017/2/10,1899-12-31 00:03:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,62,1,1,1,0,1,3
65,2017/2/10,1899-12-31 00:03:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,61,1,1,1,0,1,3
73,2017/2/10,1899-12-31 00:04:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,61.5,1,1,1,0,1,3
76,2017/2/10,1899-12-31 00:04:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,62.25,1,1,1,0,1,3
80,2017/2/10,1899-12-31 00:04:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,62.625,1,1,1,0,1,3
83,2017/2/10,1899-12-31 00:04:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,62.8125,1,1,1,0,1,3
87,2017/2/10,1899-12-31 00:04:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,62.90625,1,1,1,0,1,3
94,2017/2/10,1899-12-31 00:05:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,63,1,1.5,1,0,1,3
98,2017/2/10,1899-12-31 00:05:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,63,1,1.75,1,0,1,3
101,2017/2/10,1899-12-31 00:05:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,63,1,1.875,1,0,1,3
105,2017/2/10,1899-12-31 00:05:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,63,1,1.9375,1,0,1,3
109,2017/2/10,1899-12-31 00:06:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,63,1,1.96875,1,0,1,3
123,2017/2/10,1899-12-31 00:06:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,64,1,1,1,0,1,3
127,2017/2/10,1899-12-31 00:07:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65,1,1,1,0,1,3
130,2017/2/10,1899-12-31 00:07:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,65.5,1,1,1,0,1,3
134,2017/2/10,1899-12-31 00:07:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,65.75,1,1,1,0,1,3
145,2017/2/10,1899-12-31 00:08:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,68.5,1,1.5,1,0,1,3
148,2017/2/10,1899-12-31 00:08:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,69.75,1,1.25,1,0,1,3
152,2017/2/10,1899-12-31 00:08:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,70.375,1,1.125,1,0,1,3
155,2017/2/10,1899-12-31 00:08:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,70.6875,1,1.0625,1,0,1,3
159,2017/2/10,1899-12-31 00:08:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,70.84375,1,1.03125,1,0,1,3
163,2017/2/10,1899-12-31 00:09:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,70.921875,1,1.015625,1,0,1,3
166,2017/2/10,1899-12-31 00:09:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,70.9609375,1,1.0078125,1,0,1,3
170,2017/2/10,1899-12-31 00:09:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,70.98046875,1,1.00390625,1,0,1,3
173,2017/2/10,1899-12-31 00:09:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,70.99023438,1,1.001953125,1,0,1,3
177,2017/2/10,1899-12-31 00:09:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,70.99511719,1,1.000976563,1,0,1,3
181,2017/2/10,1899-12-31 00:10:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,70.99755859,1,1.000488281,1,0,1,3
184,2017/2/10,1899-12-31 00:10:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,70.9987793,1,1.000244141,1,0,1,3
188,2017/2/10,1899-12-31 00:10:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,70.99938965,1,1.00012207,1,0,1,3
191,2017/2/10,1899-12-31 00:10:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,70.99969482,1,1.000061035,1,0,1,3
195,2017/2/10,1899-12-31 00:10:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,70.99984741,1,1.000030518,1,0,1,3
199,2017/2/10,1899-12-31 00:11:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,70.99992371,1,1.000015259,1,0,1,3
202,2017/2/10,1899-12-31 00:11:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,70.99996185,1,1.000007629,1,0,1,3
206,2017/2/10,1899-12-31 00:11:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,70.99998093,1,1.000003815,1,0,1,3
209,2017/2/10,1899-12-31 00:11:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,70.99999046,1,1.000001907,1,0,1,3
224,2017/2/10,1899-12-31 00:12:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,73,1,1,1,0,1,3
227,2017/2/10,1899-12-31 00:12:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,69.5,1,1,1,0,1,3
238,2017/2/10,1899-12-31 00:13:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,73.5,1,1,1,0,1,3
242,2017/2/10,1899-12-31 00:13:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,74.75,1,1,1,0,1,3
245,2017/2/10,1899-12-31 00:13:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,75.375,1,1,1,0,1,3
249,2017/2/10,1899-12-31 00:13:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,75.6875,1,1,1,0,1,3
253,2017/2/10,1899-12-31 00:14:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,75.84375,1,1,1,0,1,3
260,2017/2/10,1899-12-31 00:14:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,74.5,1,1,1,0,1,3
267,2017/2/10,1899-12-31 00:14:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,69.5,1,1,1,0,1,3
274,2017/2/10,1899-12-31 00:15:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,69,1,1.5,1,0,1,3
278,2017/2/10,1899-12-31 00:15:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,70.5,1,1.75,1,0,1,3
281,2017/2/10,1899-12-31 00:15:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,71.25,1,1.875,1,0,1,3
303,2017/2/10,1899-12-31 00:16:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,61,1,1.5,1,0,1,3
314,2017/2/10,1899-12-31 00:17:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,68,1,1,1,0,1,3
317,2017/2/10,1899-12-31 00:17:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,65.5,1,1,1,0,1,3
332,2017/2/10,1899-12-31 00:18:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,67,1,1,1,0,1,3
335,2017/2/10,1899-12-31 00:18:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,66,1,1,1,0,1,3
339,2017/2/10,1899-12-31 00:18:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,65.5,1,1,1,0,1,3
382,2017/2/10,1899-12-31 00:21:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,71,1,1,1,0,1,3
397,2017/2/10,1899-12-31 00:22:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,67,1,2.5,1,0.5,1,3
411,2017/2/10,1899-12-31 00:22:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,67.5,1,1.5,1,0,1,3
422,2017/2/10,1899-12-31 00:23:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,74.5,1,1.5,1,0,1,3
433,2017/2/10,1899-12-31 00:24:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,63.5,1,1.5,1,0,1,3
436,2017/2/10,1899-12-31 00:24:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,63.25,1,1.25,1,0,1,3
440,2017/2/10,1899-12-31 00:24:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,63.125,1,1.125,1,0,1,3
461,2017/2/10,1899-12-31 00:25:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,67.5,1,1,1,0,1,3
465,2017/2/10,1899-12-31 00:25:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,63.75,1,1,1,0,1,3
472,2017/2/10,1899-12-31 00:26:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,66,1,1,1,0,1,3
476,2017/2/10,1899-12-31 00:26:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,69,1,1,1,0,1,3
490,2017/2/10,1899-12-31 00:27:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,70,1,1,1,0,1,3
494,2017/2/10,1899-12-31 00:27:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,70.5,1,1,1,0,1,3
497,2017/2/10,1899-12-31 00:27:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,70.75,1,1,1,0,1,3
501,2017/2/10,1899-12-31 00:27:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,70.875,1,1,1,0,1,3
508,2017/2/10,1899-12-31 00:28:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,71.5,1,1,1,0,1,3
523,2017/2/10,1899-12-31 00:29:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,68,1,1,1,0,1,3
526,2017/2/10,1899-12-31 00:29:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,67,1,1,1,0,1,3
530,2017/2/10,1899-12-31 00:29:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,66.5,1,1,1,0,1,3
533,2017/2/10,1899-12-31 00:29:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,66.25,1,1,1,0,1,3
537,2017/2/10,1899-12-31 00:29:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,66.125,1,1,1,0,1,3
541,2017/2/10,1899-12-31 00:30:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,66.0625,1,1,1,0,1,3
544,2017/2/10,1899-12-31 00:30:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,66.03125,1,1,1,0,1,3
548,2017/2/10,1899-12-31 00:30:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,66.015625,1,1,1,0,1,3
551,2017/2/10,1899-12-31 00:30:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,66.0078125,1,1,1,0,1,3
555,2017/2/10,1899-12-31 00:30:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,66.00390625,1,1,1,0,1,3
559,2017/2/10,1899-12-31 00:31:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,66.00195313,1,1,1,0,1,3
562,2017/2/10,1899-12-31 00:31:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,66.00097656,1,1,1,0,1,3
566,2017/2/10,1899-12-31 00:31:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,66.00048828,1,1,1,0,1,3
573,2017/2/10,1899-12-31 00:31:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,68.5,1,1,1,0,1,3
577,2017/2/10,1899-12-31 00:32:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,69.75,1,1,1,0,1,3
580,2017/2/10,1899-12-31 00:32:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,70.375,1,1,1,0,1,3
584,2017/2/10,1899-12-31 00:32:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,70.6875,1,1,1,0,1,3
587,2017/2/10,1899-12-31 00:32:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,70.84375,1,1,1,0,1,3
595,2017/2/10,1899-12-31 00:33:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,73.5,1,1,1,0,1,3
602,2017/2/10,1899-12-31 00:33:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,76,1,1,1,0,1,3
605,2017/2/10,1899-12-31 00:33:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,76,1,1,1,0,1,3
609,2017/2/10,1899-12-31 00:33:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,76,1,1,1,0,1,3
613,2017/2/10,1899-12-31 00:34:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,76,1,1,1,0,1,3
616,2017/2/10,1899-12-31 00:34:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,76,1,1,1,0,1,3
631,2017/2/10,1899-12-31 00:35:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,72,1,3,1,0.5,1,3
634,2017/2/10,1899-12-31 00:35:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,72.5,1,2.5,1,0.25,1,3
638,2017/2/10,1899-12-31 00:35:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,72.75,1,2.25,1,0.125,1,3
641,2017/2/10,1899-12-31 00:35:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,72.875,1,2.125,1,0.0625,1,3
645,2017/2/10,1899-12-31 00:35:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,72.9375,1,2.0625,1,0.03125,1,3
649,2017/2/10,1899-12-31 00:36:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,72.96875,1,2.03125,1,0.015625,1,3
652,2017/2/10,1899-12-31 00:36:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,72.984375,1,2.015625,1,0.0078125,1,3
656,2017/2/10,1899-12-31 00:36:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,72.9921875,1,2.0078125,1,0.00390625,1,3
659,2017/2/10,1899-12-31 00:36:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,72.99609375,1,2.00390625,1,0.001953125,1,3
663,2017/2/10,1899-12-31 00:36:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,72.99804688,1,2.001953125,1,0.000976563,1,3
674,2017/2/10,1899-12-31 00:37:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,77.5,1,1.5,1,0,1,3
685,2017/2/10,1899-12-31 00:38:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,81.5,1,1,1,0,1,3
688,2017/2/10,1899-12-31 00:38:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,80.25,1,1,1,0,1,3
692,2017/2/10,1899-12-31 00:38:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,79.625,1,1,1,0,1,3
695,2017/2/10,1899-12-31 00:38:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,79.3125,1,1,1,0,1,3
699,2017/2/10,1899-12-31 00:38:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,79.15625,1,1,1,0,1,3
703,2017/2/10,1899-12-31 00:39:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,79.078125,1,1,1,0,1,3
706,2017/2/10,1899-12-31 00:39:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,79.0390625,1,1,1,0,1,3
710,2017/2/10,1899-12-31 00:39:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,79.01953125,1,1,1,0,1,3
713,2017/2/10,1899-12-31 00:39:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,79.00976563,1,1,1,0,1,3
717,2017/2/10,1899-12-31 00:39:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,79.00488281,1,1,1,0,1,3
721,2017/2/10,1899-12-31 00:40:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,79.00244141,1,1,1,0,1,3
724,2017/2/10,1899-12-31 00:40:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,79.0012207,1,1,1,0,1,3
728,2017/2/10,1899-12-31 00:40:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,79.00061035,1,1,1,0,1,3
731,2017/2/10,1899-12-31 00:40:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,79.00030518,1,1,1,0,1,3
735,2017/2/10,1899-12-31 00:40:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,79.00015259,1,1,1,0,1,3
739,2017/2/10,1899-12-31 00:41:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,79.00007629,1,1,1,0,1,3
742,2017/2/10,1899-12-31 00:41:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,79.00003815,1,1,1,0,1,3
746,2017/2/10,1899-12-31 00:41:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,79.00001907,1,1,1,0,1,3
749,2017/2/10,1899-12-31 00:41:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,79.00000954,1,1,1,0,1,3
753,2017/2/10,1899-12-31 00:41:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,79.00000477,1,1,1,0,1,3
757,2017/2/10,1899-12-31 00:42:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,79.00000238,1,1,1,0,1,3
760,2017/2/10,1899-12-31 00:42:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,79.00000119,1,1,1,0,1,3
764,2017/2/10,1899-12-31 00:42:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,79.0000006,1,1,1,0,1,3
767,2017/2/10,1899-12-31 00:42:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,79.0000003,1,1,1,0,1,3
771,2017/2/10,1899-12-31 00:42:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,79.00000015,1,1,1,0,1,3
775,2017/2/10,1899-12-31 00:43:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,79.00000007,1,1,1,0,1,3
778,2017/2/10,1899-12-31 00:43:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,79.00000004,1,1,1,0,1,3
782,2017/2/10,1899-12-31 00:43:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,79.00000002,1,1,1,0,1,3
789,2017/2/10,1899-12-31 00:43:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,69,1,1,1,0,1,3
814,2017/2/10,1899-12-31 00:45:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,62.5,1,1,1,0,1,3
818,2017/2/10,1899-12-31 00:45:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,62.25,1,1,1,0,1,3
829,2017/2/10,1899-12-31 00:46:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,66,1,1.5,1,0,1,3
836,2017/2/10,1899-12-31 00:46:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,64,1,1,1,0,1,3
843,2017/2/10,1899-12-31 00:46:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,63,1,1,1,0,1,3
865,2017/2/10,1899-12-31 00:48:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,59.5,1,1,1,0,1,3
868,2017/2/10,1899-12-31 00:48:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,57.25,1,1,1,0,1,3
872,2017/2/10,1899-12-31 00:48:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,56.125,1,1,1,0,1,3
875,2017/2/10,1899-12-31 00:48:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,55.5625,1,1,1,0,1,3
883,2017/2/10,1899-12-31 00:49:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,58.5,1,1,1,0,1,3
886,2017/2/10,1899-12-31 00:49:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,60.25,1,1,1,0,1,3
890,2017/2/10,1899-12-31 00:49:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,61.125,1,1,1,0,1,3
893,2017/2/10,1899-12-31 00:49:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,61.5625,1,1,1,0,1,3
897,2017/2/10,1899-12-31 00:49:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,61.78125,1,1,1,0,1,3
901,2017/2/10,1899-12-31 00:50:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,61.890625,1,1,1,0,1,3
904,2017/2/10,1899-12-31 00:50:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,61.9453125,1,1,1,0,1,3
908,2017/2/10,1899-12-31 00:50:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,61.97265625,1,1,1,0,1,3
911,2017/2/10,1899-12-31 00:50:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,61.98632813,1,1,1,0,1,3
915,2017/2/10,1899-12-31 00:50:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,61.99316406,1,1,1,0,1,3
926,2017/2/10,1899-12-31 00:51:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,68.5,1,1,1,0,1,3
929,2017/2/10,1899-12-31 00:51:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,70.25,1,1,1,0,1,3
933,2017/2/10,1899-12-31 00:51:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,71.125,1,1,1,0,1,3
937,2017/2/10,1899-12-31 00:52:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,71.5625,1,1,1,0,1,3
940,2017/2/10,1899-12-31 00:52:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,71.78125,1,1,1,0,1,3
962,2017/2/10,1899-12-31 00:53:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,68.5,1,1,1,0,1,3
965,2017/2/10,1899-12-31 00:53:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,66.75,1,1,1,0,1,3
969,2017/2/10,1899-12-31 00:53:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,65.875,1,1,1,0,1,3
973,2017/2/10,1899-12-31 00:54:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65.4375,1,1,1,0,1,3
976,2017/2/10,1899-12-31 00:54:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,65.21875,1,1,1,0,1,3
980,2017/2/10,1899-12-31 00:54:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,65.109375,1,1,1,0,1,3
983,2017/2/10,1899-12-31 00:54:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,65.0546875,1,1,1,0,1,3
987,2017/2/10,1899-12-31 00:54:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,65.02734375,1,1,1,0,1,3
991,2017/2/10,1899-12-31 00:55:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65.01367188,1,1,1,0,1,3
994,2017/2/10,1899-12-31 00:55:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,65.00683594,1,1,1,0,1,3
998,2017/2/10,1899-12-31 00:55:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,65.00341797,1,1,1,0,1,3
1001,2017/2/10,1899-12-31 00:55:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,65.00170898,1,1,1,0,1,3
1005,2017/2/10,1899-12-31 00:55:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,65.00085449,1,1,1,0,1,3
1009,2017/2/10,1899-12-31 00:56:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,65.00042725,1,1,1,0,1,3
1012,2017/2/10,1899-12-31 00:56:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,65.00021362,1,1,1,0,1,3
1016,2017/2/10,1899-12-31 00:56:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,65.00010681,1,1,1,0,1,3
1019,2017/2/10,1899-12-31 00:56:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,65.00005341,1,1,1,0,1,3
1030,2017/2/10,1899-12-31 00:57:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,60.5,1,1,1,0,1,3
1034,2017/2/10,1899-12-31 00:57:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,61.75,1,1,1,0,1,3
1037,2017/2/10,1899-12-31 00:57:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,62.375,1,1,1,0,1,3
1041,2017/2/10,1899-12-31 00:57:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,62.6875,1,1,1,0,1,3
1045,2017/2/10,1899-12-31 00:58:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,62.84375,1,1,1,0,1,3
1048,2017/2/10,1899-12-31 00:58:00,TMS-408-07.0-EB,TMS-408-07.0-EB-Lane01,62.921875,1,1,1,0,1,3
1052,2017/2/10,1899-12-31 00:58:00,TMS-408-07.4-EB,TMS-408-07.4-EB-Lane01,62.9609375,1,1,1,0,1,3
1055,2017/2/10,1899-12-31 00:58:00,TMS-408-07.6-EB,TMS-408-07.6-EB-Lane01,62.98046875,1,1,1,0,1,3
1059,2017/2/10,1899-12-31 00:58:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Lane01,62.99023438,1,1,1,0,1,3
1063,2017/2/10,1899-12-31 00:59:00,TMS-408-06.8-EB,TMS-408-06.8-EB-Lane01,62.99511719,1,1,1,0,1,3
