FSTR_LOOPGROUPID,FDT_TIME,FSTR_VALIDITY,FINT_VOLUME,FINT_SPEED,FINT_OCCUPY
ZHWX38(1),2019-11-05 04:15:40,valid,0,0,0
ZHWX38(1),2019-11-05 04:15:20,valid,0,0,0
ZHWX38(1),2019-11-05 04:14:40,valid,0,0,0
ZHWX38(1),2019-11-05 04:13:20,valid,0,0,0
ZHWX38(1),2019-11-05 04:14:00,valid,0,0,0
ZHWX38(1),2019-11-05 04:13:40,valid,0,0,0
ZHWX38(1),2019-11-05 02:38:20,valid,0,0,0
ZHWX38(1),2019-11-05 02:39:00,valid,0,0,0
ZHWX38(1),2019-11-05 02:37:40,valid,0,0,0
ZHWX38(1),2019-11-05 02:39:40,valid,0,0,0
ZHWX38(1),2019-11-05 02:38:00,valid,1,77,1
ZHWX38(1),2019-11-05 02:39:20,valid,0,0,0
ZHWX38(1),2019-11-05 02:38:40,valid,0,0,0
ZHWX38(1),2019-11-05 02:37:20,valid,0,0,0
ZHWX38(1),2019-11-05 12:08:40,valid,5,77,6
ZHWX38(1),2019-11-05 12:06:40,valid,9,68,11
ZHWX38(1),2019-11-05 12:08:00,valid,7,71,9
ZHWX38(1),2019-11-05 12:07:40,valid,7,73,9
ZHWX38(1),2019-11-05 12:07:00,valid,2,75,2
ZHWX38(1),2019-11-05 20:05:20,valid,7,69,9
ZHWX38(1),2019-11-05 20:05:00,valid,8,74,9
ZHWX38(1),2019-11-05 20:04:40,valid,6,68,11
ZHWX38(1),2019-11-05 20:06:40,valid,8,72,9
ZHWX38(1),2019-11-05 20:06:20,valid,5,72,9
ZHWX38(1),2019-11-05 22:26:00,valid,3,84,3
ZHWX38(1),2019-11-05 22:27:40,valid,4,79,5
ZHWX38(1),2019-11-05 22:33:20,valid,3,88,4
ZHWX38(1),2019-11-05 20:06:00,valid,5,86,6
ZHWX38(1),2019-11-05 20:05:40,valid,8,73,10
ZHWX38(1),2019-11-05 22:30:00,valid,7,78,8
ZHWX38(1),2019-11-05 22:31:40,valid,8,72,10
ZHWX38(1),2019-11-05 22:38:40,valid,3,72,4
ZHWX38(1),2019-11-05 07:30:20,valid,8,77,10
ZHWX38(1),2019-11-05 07:31:40,valid,8,73,11
ZHWX38(1),2019-11-05 07:29:20,valid,9,74,11
ZHWX38(1),2019-11-05 07:30:40,valid,8,72,11
ZHWX38(1),2019-11-05 07:34:00,valid,11,76,15
ZHWX38(1),2019-11-05 07:31:20,valid,9,75,11
ZHWX38(1),2019-11-05 07:34:20,valid,10,75,11
ZHWX38(1),2019-11-05 07:29:40,valid,8,79,10
ZHWX38(1),2019-11-05 07:30:00,valid,11,75,14
ZHWX38(1),2019-11-05 07:32:00,valid,7,72,9
ZHWX38(1),2019-11-05 07:31:00,valid,6,69,7
ZHWX38(1),2019-11-05 07:18:20,valid,11,72,14
ZHWX38(1),2019-11-05 07:20:00,valid,9,77,11
ZHWX38(1),2019-11-05 07:21:40,valid,9,68,14
ZHWX38(1),2019-11-05 07:23:20,valid,5,74,9
ZHWX38(1),2019-11-05 07:25:00,valid,12,70,15
ZHWX38(1),2019-11-05 07:17:40,valid,7,75,9
ZHWX38(1),2019-11-05 07:19:20,valid,10,76,15
ZHWX38(1),2019-11-05 07:21:00,valid,12,70,16
ZHWX38(1),2019-11-05 07:22:40,valid,11,68,15
ZHWX38(1),2019-11-05 07:24:20,valid,10,69,14
ZHWX38(1),2019-11-05 07:18:40,valid,3,79,3
ZHWX38(1),2019-11-05 07:20:20,valid,4,74,6
ZHWX38(1),2019-11-05 07:22:00,valid,9,75,11
ZHWX38(1),2019-11-05 07:23:40,valid,11,75,14
ZHWX38(1),2019-11-05 07:18:00,valid,9,71,11
ZHWX38(1),2019-11-05 07:19:40,valid,5,74,7
ZHWX38(1),2019-11-05 07:21:20,valid,11,78,13
ZHWX38(1),2019-11-05 22:49:40,valid,5,67,7
ZHWX38(1),2019-11-05 22:46:20,valid,6,73,7
ZHWX38(1),2019-11-05 22:47:40,valid,6,76,7
ZHWX38(1),2019-11-05 22:49:00,valid,4,75,5
ZHWX38(1),2019-11-05 22:47:20,valid,4,72,6
ZHWX38(1),2019-11-05 22:48:20,valid,3,75,4
ZHWX38(1),2019-11-05 22:50:00,valid,2,75,2
ZHWX38(1),2019-11-05 23:13:40,valid,2,88,2
ZHWX38(1),2019-11-05 07:23:00,valid,8,75,9
ZHWX38(1),2019-11-05 07:24:40,valid,9,71,12
ZHWX38(1),2019-11-05 07:19:00,valid,10,73,13
ZHWX38(1),2019-11-05 07:20:40,valid,9,71,13
ZHWX38(1),2019-11-05 07:22:20,valid,7,68,10
ZHWX38(1),2019-11-05 07:24:00,valid,12,71,15
ZHWX38(1),2019-11-05 17:01:20,valid,7,77,8
ZHWX38(1),2019-11-05 16:38:00,valid,10,72,14
ZHWX38(1),2019-11-05 16:38:20,valid,3,74,8
ZHWX38(1),2019-11-05 16:37:40,valid,10,70,13
ZHWX38(1),2019-11-05 16:37:20,valid,12,72,14
ZHWX38(1),2019-11-05 16:24:40,valid,9,68,12
ZHWX38(1),2019-11-05 16:27:40,valid,3,79,3
ZHWX38(1),2019-11-05 16:29:20,valid,11,61,17
ZHWX38(1),2019-11-05 16:31:00,valid,6,69,9
ZHWX38(1),2019-11-05 16:32:40,valid,5,80,6
ZHWX38(1),2019-11-05 09:53:40,valid,5,84,5
ZHWX38(1),2019-11-05 09:52:40,valid,5,89,5
ZHWX38(1),2019-11-05 21:38:40,valid,8,63,13
ZHWX38(1),2019-11-05 09:53:20,valid,7,86,8
ZHWX38(1),2019-11-05 09:53:00,valid,8,86,9
ZHWX38(1),2019-11-05 16:22:20,valid,4,81,6
ZHWX38(1),2019-11-05 16:26:00,valid,8,79,9
ZHWX38(1),2019-11-05 16:36:40,valid,5,75,9
ZHWX38(1),2019-11-05 16:23:20,valid,11,84,13
ZHWX38(1),2019-11-05 16:27:20,valid,6,73,9
ZHWX38(1),2019-11-05 16:29:00,valid,8,72,11
ZHWX38(1),2019-11-05 16:30:40,valid,12,65,17
ZHWX38(1),2019-11-05 16:32:20,valid,8,70,10
ZHWX38(1),2019-11-05 16:25:40,valid,4,92,5
ZHWX38(1),2019-11-05 00:41:00,valid,0,0,0
ZHWX38(1),2019-11-05 21:38:20,valid,7,75,9
ZHWX38(1),2019-11-05 09:07:20,valid,10,67,16
ZHWX38(1),2019-11-05 09:07:00,valid,7,71,13
ZHWX38(1),2019-11-05 08:59:00,valid,6,74,9
ZHWX38(1),2019-11-05 09:02:00,valid,6,76,7
ZHWX38(1),2019-11-05 09:01:20,valid,13,77,16
ZHWX38(1),2019-11-05 09:00:40,valid,13,69,19
ZHWX38(1),2019-11-05 09:05:20,valid,6,79,8
ZHWX38(1),2019-11-05 08:58:20,valid,7,73,9
ZHWX38(1),2019-11-05 09:00:00,valid,9,72,11
ZHWX38(1),2019-11-05 09:04:20,valid,7,74,9
ZHWX38(1),2019-11-05 09:03:40,valid,9,77,10
ZHWX38(1),2019-11-05 08:59:20,valid,9,69,12
ZHWX38(1),2019-11-05 09:03:00,valid,11,63,18
ZHWX38(1),2019-11-05 09:02:20,valid,7,75,9
ZHWX38(1),2019-11-05 09:04:00,valid,11,75,15
ZHWX38(1),2019-11-05 09:05:00,valid,11,74,15
ZHWX38(1),2019-11-05 09:01:40,valid,10,73,13
ZHWX38(1),2019-11-05 08:58:40,valid,9,68,13
ZHWX38(1),2019-11-05 09:01:00,valid,9,74,12
ZHWX38(1),2019-11-05 09:00:20,valid,7,70,9
ZHWX38(1),2019-11-05 08:58:00,valid,10,76,13
ZHWX38(1),2019-11-05 08:59:40,valid,11,73,15
ZHWX38(1),2019-11-05 09:04:40,valid,8,75,9
ZHWX38(1),2019-11-05 09:05:40,valid,10,74,12
ZHWX38(1),2019-11-05 09:03:20,valid,6,74,8
ZHWX38(1),2019-11-05 09:02:40,valid,9,70,15
ZHWX38(1),2019-11-05 00:41:20,valid,0,0,0
ZHWX38(1),2019-11-05 00:42:00,valid,1,79,1
ZHWX38(1),2019-11-05 00:41:40,valid,0,0,0
ZHWX38(1),2019-11-05 09:08:40,valid,6,72,7
ZHWX38(1),2019-11-05 09:09:00,valid,8,76,10
ZHWX38(1),2019-11-05 14:27:00,valid,9,80,10
ZHWX38(1),2019-11-05 14:21:40,valid,7,67,10
ZHWX38(1),2019-11-05 14:24:20,valid,7,78,9
ZHWX38(1),2019-11-05 14:29:20,valid,4,72,6
ZHWX38(1),2019-11-05 14:26:40,valid,8,78,10
ZHWX38(1),2019-11-05 14:21:20,valid,6,75,8
ZHWX38(1),2019-11-05 14:24:00,valid,11,64,17
ZHWX38(1),2019-11-05 14:29:00,valid,5,73,7
ZHWX38(1),2019-11-05 14:26:20,valid,9,73,12
ZHWX38(1),2019-11-05 14:28:40,valid,7,78,9
ZHWX38(1),2019-11-05 14:21:00,valid,9,70,13
ZHWX38(1),2019-11-05 14:23:40,valid,11,66,18
ZHWX38(1),2019-11-05 14:26:00,valid,6,73,7
ZHWX38(1),2019-11-05 01:31:20,valid,0,0,0
ZHWX38(1),2019-11-05 01:30:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:32:20,valid,0,0,0
ZHWX38(1),2019-11-05 01:31:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:31:00,valid,2,78,2
ZHWX38(1),2019-11-05 01:32:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:30:20,valid,0,0,0
ZHWX38(1),2019-11-05 01:32:00,valid,0,0,0
ZHWX38(1),2019-11-05 01:42:00,valid,0,0,0
ZHWX38(1),2019-11-05 01:41:20,valid,1,74,1
ZHWX38(1),2019-11-05 01:42:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:43:00,valid,0,0,0
ZHWX38(1),2019-11-05 01:41:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:42:20,valid,0,0,0
ZHWX38(1),2019-11-05 01:41:00,valid,0,0,0
ZHWX38(1),2019-11-05 01:27:00,valid,0,0,1
ZHWX38(1),2019-11-05 01:29:00,valid,1,98,1
ZHWX38(1),2019-11-05 01:23:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:29:20,valid,2,80,2
ZHWX38(1),2019-11-05 01:27:40,valid,1,110,1
ZHWX38(1),2019-11-05 01:28:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:24:20,valid,0,0,0
ZHWX38(1),2019-11-05 01:25:00,valid,0,0,0
ZHWX38(1),2019-11-05 01:25:40,valid,1,83,1
ZHWX38(1),2019-11-05 01:26:00,valid,0,0,0
ZHWX38(1),2019-11-05 01:29:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:26:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:27:20,valid,0,0,0
ZHWX38(1),2019-11-05 01:28:20,valid,0,0,0
ZHWX38(1),2019-11-05 01:23:20,valid,0,0,0
ZHWX38(1),2019-11-05 01:24:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:25:20,valid,0,0,0
ZHWX38(1),2019-11-05 01:24:00,valid,0,0,0
ZHWX38(1),2019-11-05 01:26:20,valid,0,0,0
ZHWX38(1),2019-11-05 01:28:00,valid,0,0,0
ZHWX38(1),2019-11-05 01:38:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:37:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:40:00,valid,0,0,0
ZHWX38(1),2019-11-05 01:33:40,valid,0,0,0
ZHWX38(1),2019-11-05 01:35:00,valid,0,0,0
ZHWX38(1),2019-11-05 01:36:00,valid,0,0,0
ZHWX38(1),2019-11-05 01:34:20,valid,1,83,1
ZHWX38(1),2019-11-05 04:53:00,valid,0,0,0
ZHWX38(1),2019-11-05 04:54:40,valid,0,0,0
ZHWX38(1),2019-11-05 04:57:40,valid,1,78,1
ZHWX38(1),2019-11-05 04:58:20,valid,1,75,1
ZHWX38(1),2019-11-05 04:54:00,valid,0,0,0
ZHWX38(1),2019-11-05 04:57:00,valid,0,0,0
ZHWX38(1),2019-11-05 04:52:20,valid,0,0,0
ZHWX38(1),2019-11-05 05:01:20,valid,1,74,1
ZHWX38(1),2019-11-05 04:56:20,valid,0,0,0
ZHWX38(1),2019-11-05 05:00:40,valid,2,88,2
ZHWX38(1),2019-11-05 04:55:40,valid,0,0,0
ZHWX38(1),2019-11-05 05:00:00,valid,0,0,1
ZHWX38(1),2019-11-05 04:53:20,valid,1,73,1
ZHWX38(1),2019-11-05 04:59:20,valid,1,81,1
ZHWX38(1),2019-11-05 04:55:00,valid,0,0,0
ZHWX38(1),2019-11-05 04:58:00,valid,0,0,0
ZHWX38(1),2019-11-05 04:58:40,valid,0,0,0
ZHWX38(1),2019-11-05 04:54:20,valid,0,0,0
ZHWX38(1),2019-11-05 04:57:20,valid,1,84,1
ZHWX38(1),2019-11-05 04:52:40,valid,0,0,0
ZHWX38(1),2019-11-05 04:56:40,valid,0,0,0
ZHWX38(1),2019-11-05 05:01:00,valid,0,0,0
ZHWX38(1),2019-11-05 04:53:40,valid,0,0,0
ZHWX38(1),2019-11-05 04:52:00,valid,0,0,0
ZHWX38(1),2019-11-05 04:56:00,valid,1,76,1
ZHWX38(1),2019-11-05 04:59:40,valid,0,0,0
ZHWX38(1),2019-11-05 05:00:20,valid,1,92,1
ZHWX38(1),2019-11-05 04:55:20,valid,1,78,1
ZHWX38(1),2019-11-05 04:59:00,valid,0,0,0
ZHWX38(1),2019-11-05 05:05:40,valid,2,79,2
ZHWX38(1),2019-11-05 05:03:00,valid,0,0,0
ZHWX38(1),2019-11-05 05:05:20,valid,0,0,0
ZHWX38(1),2019-11-05 05:02:00,valid,1,90,1
ZHWX38(1),2019-11-05 05:04:40,valid,0,0,0
ZHWX38(1),2019-11-05 05:06:20,valid,2,86,2
ZHWX38(1),2019-11-05 05:02:20,valid,0,0,0
ZHWX38(1),2019-11-05 05:04:00,valid,0,0,0
ZHWX38(1),2019-11-05 10:38:20,valid,7,50,13
ZHWX38(1),2019-11-05 10:40:20,valid,8,51,18
ZHWX38(1),2019-11-05 10:42:00,valid,6,68,8
ZHWX38(1),2019-11-05 10:39:00,valid,7,42,17
ZHWX38(1),2019-11-05 10:39:40,valid,8,52,16
ZHWX38(1),2019-11-05 10:41:40,valid,8,70,11
ZHWX38(1),2019-11-05 10:40:00,valid,9,60,16
ZHWX38(1),2019-11-05 10:41:20,valid,10,64,15
ZHWX38(1),2019-11-05 10:38:00,valid,9,49,20
ZHWX38(1),2019-11-05 10:41:00,valid,6,60,12
ZHWX38(1),2019-11-05 10:40:40,valid,8,63,10
ZHWX38(1),2019-11-05 10:38:40,valid,10,54,18
ZHWX38(1),2019-11-05 10:39:20,valid,7,45,14
ZHWX38(1),2019-11-05 03:12:20,valid,0,0,0
ZHWX38(1),2019-11-05 03:10:40,valid,0,0,0
ZHWX38(1),2019-11-05 03:17:20,valid,0,0,0
ZHWX38(1),2019-11-05 03:15:20,valid,0,0,0
ZHWX38(1),2019-11-05 03:14:40,valid,0,0,0
ZHWX38(1),2019-11-05 03:16:20,valid,0,0,0
ZHWX38(1),2019-11-05 03:11:40,valid,0,0,0
ZHWX38(1),2019-11-05 03:14:00,valid,0,0,0
ZHWX38(1),2019-11-05 03:13:20,valid,0,0,0
ZHWX38(1),2019-11-05 03:18:00,valid,0,0,0
ZHWX38(1),2019-11-05 03:11:00,valid,1,78,1
ZHWX38(1),2019-11-05 03:17:00,valid,0,0,0
ZHWX38(1),2019-11-05 03:12:40,valid,0,0,0
ZHWX38(1),2019-11-05 03:22:00,valid,0,0,0
ZHWX38(1),2019-11-05 03:21:20,valid,0,0,0
ZHWX38(1),2019-11-05 03:29:20,valid,0,0,0
ZHWX38(1),2019-11-05 03:29:00,valid,0,0,0
ZHWX38(1),2019-11-05 03:28:40,valid,0,0,0
ZHWX38(1),2019-11-05 03:30:00,valid,0,0,0
ZHWX38(1),2019-11-05 03:29:40,valid,0,0,0
ZHWX38(1),2019-11-05 11:30:00,valid,3,74,5
ZHWX38(1),2019-11-05 11:30:20,valid,8,60,19
ZHWX38(1),2019-11-05 07:02:20,valid,8,80,9
ZHWX38(1),2019-11-05 07:02:40,valid,9,69,12
ZHWX38(1),2019-11-05 06:57:00,valid,8,74,10
ZHWX38(1),2019-11-05 06:56:40,valid,11,70,15
ZHWX38(1),2019-11-05 04:14:20,valid,1,66,1
ZHWX38(1),2019-11-05 04:18:00,valid,0,0,0
ZHWX38(1),2019-11-05 04:16:20,valid,0,0,0
ZHWX38(1),2019-11-05 04:17:20,valid,0,0,0
ZHWX38(1),2019-11-05 04:19:40,valid,0,0,0
ZHWX38(1),2019-11-05 04:20:20,valid,1,98,1
ZHWX38(1),2019-11-05 04:19:00,valid,0,0,0
ZHWX38(1),2019-11-05 04:18:20,valid,0,0,0
ZHWX38(1),2019-11-05 04:20:00,valid,1,83,1
ZHWX38(1),2019-11-05 04:16:40,valid,0,0,0
ZHWX38(1),2019-11-05 04:19:20,valid,0,0,0
ZHWX38(1),2019-11-05 04:17:40,valid,0,0,0
ZHWX38(1),2019-11-05 04:16:00,valid,0,0,0
ZHWX38(1),2019-11-05 04:17:00,valid,1,83,1
ZHWX38(1),2019-11-05 04:18:40,valid,1,81,1
ZHWX38(1),2019-11-05 04:22:00,valid,0,0,0
ZHWX38(1),2019-11-05 04:21:40,valid,0,0,0
ZHWX38(1),2019-11-05 04:21:00,valid,0,0,0
ZHWX38(1),2019-11-05 14:59:20,valid,7,72,8
ZHWX38(1),2019-11-05 14:59:00,valid,4,71,7
ZHWX38(1),2019-11-05 14:56:40,valid,5,76,6
ZHWX38(1),2019-11-05 14:58:40,valid,8,69,12
ZHWX38(1),2019-11-05 14:57:00,valid,9,72,13
ZHWX38(1),2019-11-05 14:54:20,valid,7,82,8
ZHWX38(1),2019-11-05 14:56:20,valid,8,69,11
ZHWX38(1),2019-11-05 02:34:40,valid,0,0,0
ZHWX38(1),2019-11-05 02:30:00,valid,1,86,1
ZHWX38(1),2019-11-05 02:31:20,valid,0,0,0
ZHWX38(1),2019-11-05 02:32:00,valid,1,86,1
ZHWX38(1),2019-11-05 02:33:00,valid,0,0,0
ZHWX38(1),2019-11-05 02:30:40,valid,0,0,0
ZHWX38(1),2019-11-05 02:33:40,valid,0,0,0
ZHWX38(1),2019-11-05 02:35:40,valid,0,0,0
ZHWX38(1),2019-11-05 02:35:20,valid,0,0,0
ZHWX38(1),2019-11-05 02:36:00,valid,0,0,0
ZHWX38(1),2019-11-05 02:30:20,valid,0,0,0
ZHWX38(1),2019-11-05 02:34:20,valid,0,0,0
ZHWX38(1),2019-11-05 02:32:40,valid,0,0,0
ZHWX38(1),2019-11-05 02:31:00,valid,0,0,0
ZHWX38(1),2019-11-05 02:31:40,valid,0,0,0
ZHWX38(1),2019-11-05 02:32:20,valid,0,0,0
ZHWX38(1),2019-11-05 02:33:20,valid,0,0,0
ZHWX38(1),2019-11-05 02:35:00,valid,2,76,2
ZHWX38(1),2019-11-05 02:36:20,valid,0,0,0
ZHWX38(1),2019-11-05 02:34:00,valid,0,0,0
ZHWX38(1),2019-11-05 02:37:00,valid,0,0,0
ZHWX38(1),2019-11-05 02:36:40,valid,0,0,0
ZHWX38(1),2019-11-05 02:40:00,valid,0,0,0
ZHWX38(1),2019-11-05 17:52:40,valid,11,67,16
ZHWX38(1),2019-11-05 17:54:20,valid,10,70,14
ZHWX38(1),2019-11-05 17:56:00,valid,10,72,14
ZHWX38(1),2019-11-05 17:57:40,valid,8,69,11
ZHWX38(1),2019-11-05 18:07:00,valid,9,75,13
ZHWX38(1),2019-11-05 18:10:40,valid,8,70,11
ZHWX38(1),2019-11-05 18:14:20,valid,5,76,6
ZHWX38(1),2019-11-05 18:18:00,valid,6,67,10
ZHWX38(1),2019-11-05 18:22:20,valid,11,75,14
ZHWX38(1),2019-11-05 18:25:20,valid,9,68,12
ZHWX38(1),2019-11-05 17:59:20,valid,11,72,14
ZHWX38(1),2019-11-05 18:01:00,valid,7,69,9
ZHWX38(1),2019-11-05 18:02:40,valid,7,72,10
ZHWX38(1),2019-11-05 18:06:20,valid,8,62,13
ZHWX38(1),2019-11-05 18:10:00,valid,9,78,13
ZHWX38(1),2019-11-05 18:13:40,valid,6,76,8
ZHWX38(1),2019-11-05 18:21:40,valid,6,71,10
ZHWX38(1),2019-11-05 18:17:20,valid,13,67,19
ZHWX38(1),2019-11-05 18:24:40,valid,9,69,12
ZHWX38(1),2019-11-05 17:52:00,valid,11,70,15
ZHWX38(1),2019-11-05 17:53:40,valid,10,69,15
ZHWX38(1),2019-11-05 17:55:20,valid,7,78,8
ZHWX38(1),2019-11-05 17:57:00,valid,6,66,8
ZHWX38(1),2019-11-05 18:05:40,valid,8,76,10
ZHWX38(1),2019-11-05 18:09:20,valid,6,78,9
ZHWX38(1),2019-11-05 18:13:00,valid,9,74,12
ZHWX38(1),2019-11-05 18:16:40,valid,11,74,14
ZHWX38(1),2019-11-05 18:21:00,valid,7,70,10
ZHWX38(1),2019-11-05 18:24:00,valid,9,68,11
ZHWX38(1),2019-11-05 18:27:40,valid,2,69,4
ZHWX38(1),2019-11-05 06:03:40,valid,3,84,3
ZHWX38(1),2019-11-05 06:05:00,valid,3,80,4
ZHWX38(1),2019-11-05 06:03:00,valid,3,82,4
ZHWX38(1),2019-11-05 06:03:20,valid,6,85,7
ZHWX38(1),2019-11-05 06:04:00,valid,1,92,1
ZHWX38(1),2019-11-05 06:01:40,valid,3,76,4
ZHWX38(1),2019-11-05 06:02:20,valid,2,80,2
ZHWX38(1),2019-11-05 06:02:00,valid,4,90,4
ZHWX38(1),2019-11-05 06:02:40,valid,2,78,2
ZHWX38(1),2019-11-05 08:18:40,valid,10,45,20
ZHWX38(1),2019-11-05 08:19:00,valid,10,56,17
ZHWX38(1),2019-11-05 08:26:00,valid,10,57,17
ZHWX38(1),2019-11-05 08:26:40,valid,10,53,18
ZHWX38(1),2019-11-05 08:27:00,valid,8,65,11
ZHWX38(1),2019-11-05 08:26:20,valid,10,50,19
ZHWX38(1),2019-11-05 08:27:20,valid,7,68,14
ZHWX38(1),2019-11-05 15:44:00,valid,4,76,7
ZHWX38(1),2019-11-05 19:15:00,valid,5,74,7
ZHWX38(1),2019-11-05 19:26:40,valid,6,82,8
ZHWX38(1),2019-11-05 19:14:20,valid,8,75,10
ZHWX38(1),2019-11-05 19:27:00,valid,7,68,11
ZHWX38(1),2019-11-05 19:13:40,valid,10,76,13
ZHWX38(1),2019-11-05 19:27:20,valid,6,80,7
ZHWX38(1),2019-11-05 19:27:40,valid,6,77,8
ZHWX38(1),2019-11-05 19:13:00,valid,8,74,10
ZHWX38(1),2019-11-05 19:28:40,valid,9,68,14
